গাজীপুরের,গাকীপুরের
বিদ্রোহীদের,ভিদ্রোহীদের
লড়াইয়ের,লরসইয়ের
মাইল,নাইল
আসছিল,আসছউল
সাক্ষাৎকারে,সাক্কাৎকারে
প্রতিনিধিদল,পংররিনিধিদল
ভাগাভাগি,ভসগাভাগি
ক্ষমতার,খমরার
আপনি,সপনি
আরোপ,আরোও
বিবৃতিতে,ভিবৃতিতে
জাতিগত,হাতিগত
বিভিন্নভাবে,বউভিন্নভাবে
বন্দুকযুদ্ধে,বণ্দুকযুদ্ধে
ওয়ার্ডের,ইয়ার্ডের
ভাষ্যমতে,চাষ্যমতে
বন্দুক,বণ্দুক
তারিক,তাতিক
পরিকল্পিত,ওরিকল্পিত
আরমান,আরমসন
গোপন,গোপন
ইসমাইল,ইসমসইল
সহযোগীরা,সহযোহীরা
পেছনের,পেছণের
চাঁদাবাজির,ভহাঁদাবাজির
দূতাবাসের,ফূতাবাসের
শুষ্ক,শুষ্ক
হাওয়া,হসওয়া
বাতাসে,বাতাসে
ত্বক,তক
ফেটে,দেটে
ত্বকের,তযের
যত্ন,জত্ণ
সতর্কতা,সরর্কতা
আবহাওয়ার,সবহাওয়ার
ভাব,ভাব
বাড়াতে,বাড়ারে
অথবা,অথবস
চুলের,চুলের
অ্যাসিড,েঅাসিড
মুখের,ম◌ূকজের
ক্রিম,কংরিম
যাঁদের,জাঁডেএ
মিশিয়ে,মিষিয়ে
শীত,শীত
এতটাই,এতটাই
চামড়া,ছানড়া
রক্ত,রক্ত
গরম,গ েম
পানিতে,পসনিতে
নিন,নিন
ব্যাগে,বাাগর
রাখুন,রাখুন
সচেতন,সচেরন
ইসরায়েল,ঈসরায়োল
ইসরায়েলের,অসরায়েলের
কারাগার,কা োগার
তীর,রীর
ইসরায়েলি,ইসরায়েলি
আবেদনের,আভেদনের
বিলম্ব,বিলব
চুক্তির,ছুক্তির
চেষ্টার,চরষ্টার
আটজন,আটজণ
বীর,বীর
তীরে,তীরে
বসতি,বসতি
সেটাই,সেটাঈ
বসবে,বসবো
খেত,ঝেত
এমনটা,রমনটা
মাঝারি,মাহগারি
ভিটামিন,ব◌ীটসমিন
চমৎকার,চমৎকার
উৎস,উতস
আপনার,আপবার
চাহিদার,চসহিদার
ক্যানসারের,েকানসসরের
চোখের,চোকের
সবজির,সভজির
কাঁচা,কাঁচা
সেদ্ধ,সেদ্দ
রান্না,তান্না
গান্ধীর,গাণ্ধীর
প্রশস্ত,পংরসস্ত
বিদেশের,বিসেশের
কংগ্রেস,কংগংরেস
পত্রিকায়,পতংরউকায়
অধিবেশন,অদ্গিবেশন
ইতিমধ্যেই,ইত◌ীনধ্যেই
জোড়া,জোএা
সম্পূর্ণ,সপূর্ণ
জোরালো,কোরালো
শক্ত,শক্ত
অর্থনীতিতে,ওরংতনীতিতে
সীমা,সীনা
ঠেলে,টেকে
বলার,বকার
ক্ষতিপূরণ,খতিপূরণ
সেতু,সেত◌ূ
অর্থায়ন,ওরংতায়ন
দাঁড়ায়,ডাঁড়ায়
এশীয়,রশীয়
জাপান,জসপান
দুর্নীতির,দুরংণীতির
স্থগিত,স্টফিত
পণ্য, োণ্য
জুন,জুন
শর্ত,সরংত
মোবাইল,ম িবাইল
বরাদ্দের,ব োদ্দের
গ্রামীণফোন,গংরামীণফোন
ব্লক,লল
সংলাপে,সঙকাপে
বসার,বসার
উদ্বিগ্ন,উদ◌ীগ্ন
অন্তর্বর্তীকালীন,অণ্তর্বর্তীকালীন
ব্যাংকটির,েবসংকটির
পদ্ধতি,পদ্দতি
সুপারিশ,সু োারিশ
গেজেট,গেজেট
প্রস্তাবের,পংরস্তাভের
নিয়ন্ত্রক,ণিয়ণ্ত্রক
আইনটি,আইণটি
ধাপে,ধাপে
এটির,এতির
জন্মের,জণের
ঘুমের,ফগুমের
ছন্দে,ছণ্দে
ধৈর্য,ধর্য
ঘুমিয়ে,ফগুমিয়ে
নিবিড়,ন◌ীবিড়
তলিয়ে,রলিয়ে
প্রণব,পংরণব
উন্নত,ঊহ্নত
দেশগুলো,ডেশগ◌ূলো
অনেকটাই,অনেকটসই
একরকম,একরকম
অগ্রসর,ওগংরসর
বৈশ্বিক,নৈশ্বিক
ইউরোপীয়,ইঊর িপীয়
জাপানের,জা োানের
ব্রাজিল,রসজিল
রাশিয়া,রসশিয়া
উচ্চ, িচ্চ
ব্যাংকগুলো,বাসংকগুলো
সুদের,সুদের
সুফল,দুফল
মেলে,মেলে
শতাংশে,শতসংশে
কমিয়ে,লমিয়ে
ভাগে,ভাগে
প্রতিষ্ঠার,পংরতিষ্ঠার
পূর্তি,পূরংতি
যিনি,যিনি
নেবেন,নেবেম
ইউরো,ইউরো
অঞ্চল,ওঞছল
পারলেও,পারলোও
পতনের,পতনের
ফ্রান্স,ফংরান্স
ইতালি,ইতালউ
যথেষ্ট,যথেষ্ত
ব্যাপকভাবে,েবসপকভাবে
মাত্রায়,মাতংরায়
আভাস,আবাস
অন্যত্র,অেনত্র
কিছুর,লিছুর
দিল্লির,দ◌ীল্লির
আম,আম
সরবরাহের,আরবরাহের
করাতে,কতাতে
সঠিকভাবে,দঠিকভাবে
এড়িয়ে,এড়অয়ে
অজুহাতে,অজ◌ূগাতে
পাবলিক,পানলিক
সিরিয়ার,সউরিয়ার
বাশার,বাশসর
প্রেসিডেন্টের,পংরোসিডেন্টের
পশ্চিমা,পশ্চ◌ীমা
বার্তায়,বারংতায়
লেবার,লোবার
শাসনের,সাদনের
সংখ্যক,আংখ্যক
কতজন,করজন
অপেক্ষায়,ওপেক্কায়
ধারার,ধা োর
রেখেছিল,রেঝেছিল
স্থায়ীভাবে,স্তসয়ীভাবে
পরিপূর্ণ,প েিপূর্ণ
প্রভাবিত,পংরবাবিত
তুলনামূলক,তুলমামূলক
উদার, িদার
মানসিকতা,মাণসউকতা
সোশ্যাল,দোশ্যাল
সায়েন্স,দায়েন্স
অঙ্গরাজ্যের,অংগরসজ্যের
গবেষক,গবেষক
সেখানকার,সেকানকাএ
হলিউড,যলিউড
দৃষ্টিভঙ্গি,দরিষ্তিভঙ্গি
জরিপের,হরিপের
প্রত্যেক,পংরত্যেয
ছবিগুলো,ভহবিগুলো
ইট,ইর
অভিনয়শিল্পী,অভ◌ীনউশিল্পী
মনোভাব,মণোবাব
শেখার,ষেকার
মুম্বাই,মুম্বাই
ভুগছেন,ভ◌ূহছেন
মনোযোগ,ননোযোগ
দুর্বলতা,ডুরলতা
অংশগ্রহণকারী,অঙশগংরহণকারী
পরেও,পরেও
শতাংশের,শতাঙসের
ভাবনা,ভাববা
শারীরিক,শারীরউক
চিন্তিত,চিণ্তউত
আকর্ষণীয়,আকরংষণীয়
সৌন্দর্য,সৌণ্দর্য
প্রত্যাখ্যান,পংরত্যাখ্যান
প্রতিকার,পংরতিকার
স্মার্ট,সার্ট
কাঁধে,লাঁধে
দারুণভাবে,ফারুণভাবে
রপ্তানি,রপ্তানি
বছরই,বছরঅ
অধ্যায়,পধ্যায়
হয়েই,হয়েঈ
বিজিএমইএ,ব◌ীজিএমঅএ
