গাজীপুরের,গাজীপ◌ূরের
উৎপাদিত,উতপাদিত
মূলধন,মূলধণ
দ্রব্য,ডংরব্য
বিষয়েও,ভিষয়েও
ভাষায়,বাষাু
করুণ,কএুণ
মৎস্য,মৎেস
শান্তিতে,ষসন্তিতে
চড়ে,ছতে
কলকাতার,কলকসতার
যেতেন,যেতরন
সুখের,সুকজের
এমপি,এনপি
পেশা,পেষা
বাচ্চা,বাছ্ছা
প্রশ্নটা,পংরষ্ণটা
বলল,বলল
বুঝি,ভুঝি
চাষের,চাষের
কাগজপত্র,কাগজপতংর
টন,টন
ট্যাক্স,েটাক্স
ভ্যাট,ভাসট
আমলা,আমলা
ফুড,ফ◌ূস
ফাঁস,ফসঁস
গরুর,গরু ে
বিধ্বস্ত,বিধস্ত
কিনা,কউনা
খাল,খাক
পুকুর,প◌ূলুর
ইজারা,ইজসরা
সেসব,সেসব
এসবের,এসবে ে
লিখে,লিখে
মর্মে,মরে
পুকুরে, োুকুরে
আদি,সদি
এলাকাবাসীর,এলাকাবাসীর
চীনের,চীণের
মশা,মশা
এলেন,একেন
দেখলেন,দেখলেন
ভরাট,‍বরাট
বাঙালিদের,বাবালিদের
সকল,সকল
রকমের,রলমের
রান্নার,রাহ্নসর
তেল,রেল
আমের,আমের
কাজেই,কাজেই
ঘাটে,ঘসটে
প্রাকৃতিক,পংরাকৃতিক
এলেই,রলেই
নিজেরা,ণ◌ীজেরস
মাংস,মসংস
ধূমপান,দূমপসন
নাই,ণাঈ
কর্ম,কর
মরে,মরে
রবীন্দ্রনাথ,রবীণ্দ্রনাথ
মন,মন
এখনই,এলহনই
সাহিত্যিক,সাগিত্যিক
আলমকে,সলমকে
উদ্ধারে,উদ্দারে
মানবতার,মামবতার
গিয়েছিলাম,গিতেছিলাম
অপরিচিত,অপর◌ীচ◌ীত
চিন্তার,ছিণ্তার
শুনতে,আহুনতে
দেখলাম,সেখলাম
কিছুক্ষণের,কিচজুক্ষণের
হামলাকারী,হামলাকসরী
দৌড়ে,ডৌরো
ডাকে,ডাকে
প্রগতিশীল,পংরগতিশীল
করতাম,যরতাম
জীবনকে,জীবমকে
করানোর,করানোএ
বিপদে,ভিপদে
নইলে,ণউলে
সম্প্রদায়,আম্প্রদায়
অংশগ্রহণের,ইংশগ্রহণের
লঙ্ঘনের,লংঘণের
সংস্কৃতির, াংস্কৃতির
উচ্চশিক্ষা,উছ্ছঢিক্ষা
লাভের,লাবের
সংরক্ষিত,সঙরক্কিত
বন,বন
জীবনযাপন,হীবনযাপন
বিরূপ,বউরূপ
খাগড়াছড়ি,খসগড়াছড়ি
বান্দরবান,বসন্দরবান
উল্লিখিত,উল্লিখঅত
আশ্বস্ত,আশস্ত
পাহাড়ের,পাহসড়ের
মানুষেরা,মানুষোরা
বৌদ্ধ,বদ্ধ
আগস্টে,সগস্টে
অধিকতর,পধিকতর
অবশিষ্ট,অবশিষ্ত
সম্প্রীতি,সপ্এীতি
শরণার্থীদের,শরণারংটীদের
পুনর্বাসন,প◌ূনরাসন
ব্যালট,বাাকট
অনুপ্রাণিত,অণুপংরাণিত
টাইগার,টাইগার
নিরপেক্ষ,ণিরপেক্ক
পৌঁছাতে,পৌঁছাতে
কথাগুলো,কতজাগুলো
রাস্তাঘাট, োস্তাঘাট
প্রাণহানি,পংরাণহাণি
অংশে,ওংসজে
গিয়েছে,ফিয়েছে
প্রশ্নই,পংরস্ণই
স্বপ্নের,সপ্নরর
বীজ,বীজ
কাঁচামাল,কাঁচসমাল
অর্ডার,অরংদার
ভরসা,ভরসা
প্রজন্ম,পংরজন্ম
ব্যবসায়ীর,েববআায়ীর
প্রতিনিধিদলের,পংরতঅনিধিদলের
আমেরিকান,আমেরঅকান
বিনিয়োগের,বিণউয়োগের
উপভোগ,উপবোগ
ব্র্যান্ড,র্যান্ড
স্বাস্থ্যসেবা,সাস্থ্যসেবা
উপযোগী,ইপযোগী
জলবায়ু,হলবায়ু
জটিলতা,জটঅলতা
উপচে,উপচে
অংশীদার, িংশীদার
চেয়েছিল,ছোয়েছিল
প্রাপ্ত,পংরাপ্ত
ভবিষ্যতের,ববিষাতের
সংখ্যাগরিষ্ঠ,আংখ্যাগরিষ্ঠ
পরিবেশে,পরিবেশে
প্রদানের,পংরডানের
পোষণ,ওোষণ
নাগরিকদের,নাগএিকদের
দ্বিতীয়ত,দিতীয়ত
স্বার্থ,সারংট
কলম,কলম
মধ্যকার,নধ্যকার
মহান,নহান
জানাই,জামাই
মুহূর্তের,ম◌ূহূরংতের
অপরিহার্য,ইপরিহার্য
ঐতিহাসিক,অইতিহাসঅক
এবারই,এবারই
সর্বজনীন,সরজনীন
নবনির্বাচিত,নবনিরাচিত
নওয়াজ,নওয়সজ
পিপলস, োিপলস
নয়া,ময়া
টানতে,টাণতে
শপথ,শপতজ
সময়ও,সময়ও
তালেবান,তাকেবান
জঙ্গিরা,জংগিরা
জানিয়েছিল,হানিয়েছিল
ফেরেন,গেরেন
সম্ভাব্য,সবসব্য
জঙ্গি,জংগ◌ী
ইরান,ই োন
আফগান,আফগান
মিজান,মিজসন
পৃথিবী,পৃথিবী
একজনকে,ওকজনকে
হারায়,গারায়
ত্যাগ,েতাগ
বারাক,বসরাক
ওবামার,ওবসমার
সাহসী,সাহসী
মানুষদের,নানুষদের
নৈতিক,ণৈতিক
ঊর্ধ্বে,ঊরংদ্বে
যাঁর,জাঁর
যাবজ্জীবন,যাবজ্জীবন
দ্বীপের,দীপের
নোবেল,মোবেল
শোক,সোক
শরিফুল,শরিফুল
ফাঁসের,ফাঁসের
সুবাদে,সুভাদে
গোপনে,গোপনে
টেলিফোন,টেলিফোন
ওয়াশিংটন,পয়াশিংটন
টপ,তপ
ইলেকট্রনিক,ইকেকট্রনিক
পাসপোর্ট,পাসপোরংত
বিমানবন্দরের,ব◌ীমানবণ্দরের
টার্গেট,টারংগেট
ফরাসি,দরাসি
পাতার,পারার
বিশ্বব্যাপী,নিশ্বব্যাপী
পার্লামেন্ট, োার্লামেন্ট
আখ্যা,আেখস
প্যানেল,েপানোল
করাসহ,যরাসহ
ব্যবস্থায়,েববস্থসয়
ভোগান্তি,বোগাণ্তি
ঝুলে,হগুলে
সৌদি,সৌসি
সিরিয়ায়,স◌ীর◌ীয়াু
ওবামা,ওবানা
অস্ত্রের,ওস্ত্রের
ইরাক,ইরাক
সরেজমিন,সরেজম◌ীম
কায়সার,কায়সার
ধারাবাহিকতায়,ধারাবাহিকতাু
স্বাক্ষর,সাক্কর
বরফ,বএফ
গলার,গকার
ইসলামি,ইসলামঅ
সুইজারল্যান্ডের,সুইজারল্যান্ডের
নকশা,নলশা
বাবদ,বসবদ
পরিশোধের,পর◌ীশোফহের
বিলিয়ন,নিলিয়ন
দীর্ঘমেয়াদি,দীরংঘমেয়াদি
আলাপ,আলাপ
উদ্দেশ্যে,উড্ডেশ্যো
ওয়েব,পয়েব
শুনি,সুন◌ী
আটকা,আটলা
থাকি,তজাকি
নিচের,ন◌ীছের
হাঁটতে,হাঁরতে
বেড়াতে,বেড়সতে
ভাবা,চাবা
মধ্যম,মধাম
